DATE,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
2/26/2012,29,",,7",18,",,7"
2/27/2012,28,",,7",7,",,7"
2/28/2012,35,",,7",2,",,7"
2/29/2012,38,",,7",5,",,7"
3/1/2012,34,",,7",19,",,7"
3/2/2012,31,",,7",9,",,7"
3/3/2012,35,",,7",17,",,7"
3/4/2012,47,",,7",18,",,7"
3/5/2012,53,",,7",20,",,7"
3/6/2012,53,",,7",19,",,7"
3/7/2012,31,",,7",3,",,7"
3/8/2012,41,",,7",6,",,7"
3/9/2012,55,",,7",18,",,7"
3/10/2012,61,",,7",22,",,7"
3/11/2012,57,",,7",28,",,7"
3/12/2012,45,",,7",22,",,7"
3/13/2012,37,",,7",33,",,7"
3/14/2012,37,",,7",26,",,7"
3/15/2012,37,",,7",31,",,7"
3/16/2012,46,",,7",33,",,7"
3/17/2012,45,",,7",32,",,7"
3/18/2012,38,",,7",28,",,7"
3/19/2012,37,",,7",25,",,7"
3/20/2012,38,",,7",18,",,7"
3/21/2012,38,",,7",26,",,7"
3/22/2012,42,",,7",34,",,7"
3/23/2012,54,",,7",30,",,7"
3/24/2012,41,",,7",25,",,7"
3/25/2012,50,",,7",25,",,7"
3/26/2012,66,",,7",32,",,7"
3/27/2012,44,",,7",29,",,7"
3/28/2012,49,",,7",34,",,7"
3/29/2012,43,",,7",25,",,7"
3/30/2012,44,",,7",33,",,7"
3/31/2012,44,",,7",37,",,7"
4/1/2012,62,",,7",30,",,7"
4/2/2012,39,",,7",15,",,7"
4/3/2012,50,",,7",22,",,7"
4/4/2012,62,",,7",30,",,7"
4/5/2012,43,",,7",21,",,7"
4/6/2012,43,",,7",27,",,7"
4/7/2012,41,",,7",15,",,7"
4/8/2012,49,",,7",24,",,7"
4/9/2012,67,",,7",27,",,7"
4/10/2012,68,",,7",28,",,7"
4/11/2012,75,",,7",30,",,7"
4/12/2012,70,",,7",33,",,7"
4/13/2012,52,",,7",25,",,7"
4/14/2012,56,",,7",26,",,7"
4/15/2012,57,",,7",26,",,7"
4/16/2012,52,",,7",25,",,7"
4/17/2012,51,",,7",32,",,7"
4/18/2012,55,",,7",36,",,7"
4/19/2012,50,",,7",32,",,7"
4/20/2012,59,",,7",41,",,7"
4/21/2012,66,",,7",31,",,7"
4/22/2012,74,",,7",32,",,7"
4/23/2012,82,",,7",38,",,7"
4/24/2012,82,",,7",42,",,7"
4/25/2012,75,",,7",36,",,7"
4/26/2012,72,",,7",43,",,7"
4/27/2012,47,",,7",30,",,7"
4/28/2012,46,",,7",26,",,7"
4/29/2012,53,",,7",35,",,7"
4/30/2012,60,",,7",37,",,7"
5/1/2012,50,",,7",33,",,7"
5/2/2012,54,",,7",32,",,7"
5/3/2012,51,",,7",35,",,7"
5/4/2012,49,",,7",34,",,7"
5/5/2012,48,",,7",30,",,7"
5/6/2012,48,",,7",26,",,7"
5/7/2012,57,",,7",25,",,7"
5/8/2012,69,",,7",29,",,7"
5/9/2012,74,",,7",34,",,7"
5/10/2012,76,",,7",38,",,7"
5/11/2012,56,",,7",24,",,7"
5/12/2012,64,",,7",26,",,7"
5/13/2012,71,",,7",29,",,7"
5/14/2012,79,",,7",33,",,7"
5/15/2012,83,",,7",37,",,7"
5/16/2012,85,",,7",41,",,7"
5/17/2012,80,",,7",42,",,7"
5/18/2012,61,",,7",35,",,7"
5/19/2012,60,",,7",29,",,7"
5/20/2012,68,",,7",39,",,7"
5/21/2012,71,",,7",43,",,7"
5/22/2012,79,",,7",46,",,7"
5/23/2012,53,",,7",37,",,7"
5/24/2012,52,",,7",32,",,7"
5/25/2012,50,",,7",31,",,7"
5/26/2012,53,",,7",31,",,7"
5/27/2012,52,",,7",36,",,7"
5/28/2012,51,",,7",34,",,7"
5/29/2012,64,",,7",37,",,7"
5/30/2012,70,",,7",40,",,7"
5/31/2012,71,",,7",39,",,7"
6/1/2012,73,",,7",42,",,7"
6/2/2012,80,",,7",48,",,7"
6/3/2012,74,",,7",45,",,7"
6/4/2012,73,",,7",44,",,7"
6/5/2012,85,",,7",46,",,7"
6/6/2012,50,",,7",36,",,7"
6/7/2012,54,",,7",28,",,7"
6/8/2012,67,",,7",40,",,7"
6/9/2012,59,",,7",34,",,7"
6/10/2012,55,",,7",38,",,7"
6/11/2012,55,",,7",31,",,7"
6/12/2012,71,",,7",37,",,7"
6/13/2012,73,",,7",42,",,7"
6/14/2012,70,",,7",32,",,7"
6/15/2012,75,",,7",40,",,7"
6/16/2012,75,",,7",37,",,7"
6/17/2012,81,",,7",44,",,7"
6/18/2012,79,",,7",39,",,7"
6/19/2012,66,",,7",31,",,7"
6/20/2012,61,",,7",30,",,7"
6/21/2012,76,",,7",38,",,7"
6/22/2012,87,",,7",51,",,7"
6/23/2012,87,",,7",46,",,7"
6/24/2012,80,",,7",43,",,7"
6/25/2012,86,",,7",43,",,7"
6/26/2012,85,",,7",45,",,7"
6/27/2012,61,",,7",31,",,7"
6/28/2012,76,",,7",37,",,7"
6/29/2012,87,",,7",41,",,7"
6/30/2012,80,",,7",42,",,7"
7/1/2012,90,",,7",53,",,7"
7/2/2012,80,",,7",43,",,7"
7/3/2012,85,",,7",49,",,7"
7/4/2012,80,",,7",36,",,7"
7/5/2012,83,",,7",44,",,7"
7/6/2012,88,",,7",44,",,7"
7/7/2012,90,",,7",47,",,7"
7/8/2012,94,",,7",50,",,7"
7/9/2012,95,",,7",49,",,7"
7/10/2012,95,",,7",49,",,7"
7/11/2012,95,",,7",51,",,7"
7/12/2012,94,",,7",49,",,7"
7/13/2012,97,",,7",53,",,7"
7/14/2012,81,",,7",48,",,7"
7/15/2012,82,",,7",53,",,7"
7/16/2012,79,",,7",48,",,7"
7/17/2012,78,",,7",47,",,7"
7/18/2012,84,",,7",46,",,7"
7/19/2012,92,",,7",49,",,7"
7/20/2012,94,",,7",53,",,7"
7/21/2012,90,",,7",48,",,7"
7/22/2012,90,",,7",46,",,7"
7/23/2012,94,",,7",51,",,7"
7/24/2012,86,",,7",41,",,7"
7/25/2012,87,",,7",43,",,7"
7/26/2012,85,",,7",46,",,7"
7/27/2012,94,",,7",56,",,7"
7/28/2012,95,",,7",51,",,7"
7/29/2012,93,",,7",50,",,7"
7/30/2012,93,",,7",48,",,7"
7/31/2012,96,",,7",47,",,7"
8/1/2012,92,",,7",46,",,7"
8/2/2012,89,",,7",43,",,7"
8/3/2012,86,",,7",45,",,7"
8/4/2012,83,",,7",41,",,7"
8/5/2012,90,",,7",46,",,7"
8/6/2012,97,",,7",56,",,7"
8/7/2012,92,",,7",49,",,7"
8/8/2012,94,",,7",50,",,7"
8/9/2012,91,",,7",49,",,7"
8/10/2012,96,",,7",51,",,7"
8/11/2012,90,",,7",45,",,7"
8/12/2012,91,",,7",43,",,7"
8/13/2012,93,",,7",45,",,7"
8/14/2012,96,",,7",43,",,7"
8/15/2012,93,",,7",44,",,7"
8/16/2012,90,",,7",46,",,7"
8/17/2012,92,",,7",46,",,7"
8/18/2012,94,",,7",46,",,7"
8/19/2012,94,",,7",50,",,7"
8/20/2012,92,",,7",55,",,7"
8/21/2012,87,",,7",48,",,7"
8/22/2012,89,",,7",46,",,7"
8/23/2012,86,",,7",40,",,7"
8/24/2012,86,",,7",38,",,7"
8/25/2012,80,",,7",33,",,7"
8/26/2012,86,",,7",41,",,7"
8/27/2012,87,",,7",51,",,7"
8/28/2012,92,",,7",44,",,7"
8/29/2012,93,",,7",39,",,7"
8/30/2012,81,",,7",35,",,7"
8/31/2012,85,",,7",39,",,7"
9/1/2012,83,",,7",46,",,7"
9/2/2012,81,",,7",32,",,7"
9/3/2012,81,",,7",33,",,7"
9/4/2012,84,",,7",35,",,7"
9/5/2012,80,",,7",35,",,7"
9/6/2012,84,",,7",38,",,7"
9/7/2012,80,",,7",37,",,7"
9/8/2012,83,",,7",37,",,7"
9/9/2012,86,",,7",42,",,7"
9/10/2012,87,",,7",40,",,7"
9/11/2012,76,",,7",32,",,7"
9/12/2012,69,",,7",26,",,7"
9/13/2012,76,",,7",28,",,7"
9/14/2012,86,",,7",34,",,7"
9/15/2012,88,",,7",36,",,7"
9/16/2012,84,",,7",40,",,7"
9/17/2012,77,",,7",32,",,7"
9/18/2012,80,",,7",34,",,7"
9/19/2012,84,",,7",35,",,7"
9/20/2012,84,",,7",34,",,7"
9/21/2012,84,",,7",35,",,7"
9/22/2012,81,",,7",36,",,7"
9/23/2012,83,",,7",42,",,7"
9/24/2012,75,",,7",48,",,7"
9/25/2012,72,",,7",47,",,7"
9/26/2012,77,",,7",39,",,7"
9/27/2012,78,",,7",34,",,7"
9/28/2012,80,",,7",36,",,7"
9/29/2012,73,",,7",37,",,7"
9/30/2012,79,",,7",36,",,7"
10/1/2012,79,",,7",33,",,7"
10/2/2012,82,",,7",33,",,7"
10/3/2012,76,",,7",28,",,7"
10/4/2012,59,",,7",20,",,7"
10/5/2012,60,",,7",19,",,7"
10/6/2012,60,",,7",18,",,7"
10/7/2012,61,",,7",20,",,7"
10/8/2012,69,",,7",22,",,7"
10/9/2012,70,",,7",24,",,7"
10/10/2012,70,",,7",26,",,7"
10/11/2012,74,",,7",26,",,7"
10/12/2012,75,",,7",27,",,7"
10/13/2012,76,",,7",29,",,7"
10/14/2012,63,",,7",39,",,7"
10/15/2012,67,",,7",42,",,7"
10/16/2012,59,",,7",46,",,7"
10/17/2012,59,",,7",25,",,7"
10/18/2012,54,",,7",24,",,7"
10/19/2012,65,",,7",25,",,7"
10/20/2012,48,",,7",39,",,7"
10/21/2012,52,",,7",27,",,7"
10/22/2012,52,",,7",25,",,7"
10/23/2012,35,",,7",25,",,7"
10/24/2012,35,",,7",15,",,7"
10/25/2012,38,",,7",16,",,7"
10/26/2012,42,",,7",15,",,7"
10/27/2012,34,",,7",18,",,7"
10/28/2012,37,",,7",29,",,7"
10/29/2012,44,",,7",35,",,7"
10/30/2012,52,",,7",34,",,7"
10/31/2012,61,",,7",32,",,7"
11/1/2012,64,",,7",33,",,7"
11/2/2012,54,",,7",30,",,7"
11/3/2012,52,",,7",29,",,7"
11/4/2012,54,",,7",33,",,7"
11/5/2012,58,",,7",30,",,7"
11/6/2012,65,",,7",31,",,7"
11/7/2012,65,",,7",32,",,7"
11/8/2012,56,",,7",27,",,7"
11/9/2012,40,",,7",29,",,7"
11/10/2012,35,",,7",19,",,7"
11/11/2012,32,",,7",12,",,7"
11/12/2012,32,",,7",13,",,7"
11/13/2012,36,",,7",23,",,7"
11/14/2012,39,",,7",31,",,7"
11/15/2012,44,",,7",17,",,7"
11/16/2012,46,",,7",18,",,7"
11/17/2012,42,",,7",31,",,7"
11/18/2012,53,",,7",31,",,7"
11/19/2012,42,",,7",29,",,7"
11/20/2012,47,",,7",38,",,7"
11/21/2012,46,",,7",35,",,7"
11/22/2012,38,",,7",19,",,7"
11/23/2012,38,",,7",19,",,7"
11/24/2012,38,",,7",23,",,7"
11/25/2012,35,",,7",32,",,7"
11/26/2012,39,",,7",11,",,7"
11/27/2012,36,",,7",13,",,7"
11/28/2012,45,",,7",19,",,7"
11/29/2012,40,",,7",23,",,7"
11/30/2012,48,",,7",32,",,7"
12/1/2012,36,",,7",32,",,7"
12/2/2012,42,",,7",34,",,7"
12/3/2012,38,",,7",29,",,7"
12/4/2012,36,",,7",27,",,7"
12/5/2012,35,",,7",32,",,7"
12/6/2012,41,",,7",30,",,7"
12/7/2012,37,",,7",28,",,7"
12/8/2012,33,",,7",15,",,7"
12/9/2012,30,",,7",6,",,7"
12/10/2012,22,",,7",7,",,7"
12/11/2012,42,",,7",22,",,7"
12/12/2012,40,",,7",28,",,7"
12/13/2012,33,",,7",5,",,7"
12/14/2012,29,",,7",5,",,7"
12/15/2012,29,",,7",22,",,7"
12/16/2012,30,",,7",20,",,7"
12/17/2012,35,",,7",20,",,7"
12/18/2012,34,",,7",4,",,7"
12/19/2012,29,",,7",4,",,7"
12/20/2012,27,",,7",7,",,7"
12/21/2012,39,",,7",23,",,7"
12/22/2012,35,",,7",28,",,7"
12/23/2012,33,",,7",16,",,7"
12/24/2012,32,",,7",16,",,7"
12/25/2012,33,",,7",4,",,7"
12/26/2012,30,",,7",4,",,7"
12/27/2012,31,",,7",16,",,7"
12/28/2012,33,",,7",19,",,7"
12/29/2012,31,",,7",1,",,7"
12/30/2012,28,",,7",1,",,7"
12/31/2012,26,",,7",1,",,7"
1/1/2013,26,",,7",0,",,7"
1/2/2013,28,",,7",-4,",,7"
1/3/2013,26,",,7",-3,",,7"
1/4/2013,30,",,7",2,",,7"
1/5/2013,33,",,7",3,",,7"
1/6/2013,34,",,7",3,",,7"
1/7/2013,37,",,7",12,",,7"
1/8/2013,30,",,7",19,",,7"
1/9/2013,41,",,7",26,",,7"
1/10/2013,45,",,7",25,",,7"
1/11/2013,27,",,7",12,",,7"
1/12/2013,22,",,7",-14,",,7"
1/13/2013,10,",,7",-14,",,7"
1/14/2013,18,",,7",-9,",,7"
1/15/2013,16,",,7",1,",,7"
1/16/2013,31,",,7",1,",,7"
1/17/2013,35,",,7",1,",,7"
1/18/2013,35,",,7",2,",,7"
1/19/2013,37,",,7",3,",,7"
1/20/2013,39,",,7",3,",,7"
1/21/2013,38,",,7",4,",,7"
1/22/2013,43,",,7",3,",,7"
1/23/2013,41,",,7",5,",,7"
1/24/2013,40,",,7",11,",,7"
1/25/2013,43,",,7",32,",,7"
1/26/2013,41,",,7",32,",,7"
1/27/2013,41,",,7",20,",,7"
1/28/2013,30,",,7",11,",,7"
1/29/2013,29,",,7",15,",,7"
1/30/2013,33,",,7",23,",,7"
1/31/2013,42,",,7",26,",,7"
2/1/2013,40,",,7",27,",,7"
2/2/2013,46,",,7",9,",,7"
2/3/2013,41,",,7",10,",,7"
2/4/2013,47,",,7",12,",,7"
2/5/2013,49,",,7",26,",,7"
2/6/2013,50,",,7",24,",,7"
2/7/2013,42,",,7",16,",,7"
2/8/2013,41,",,7",14,",,7"
2/9/2013,38,",,7",17,",,7"
2/10/2013,36,",,7",10,",,7"
2/11/2013,33,",,7",4,",,7"
2/12/2013,38,",,7",4,",,7"
2/13/2013,40,",,7",22,",,7"
2/14/2013,46,",,7",22,",,7"
2/15/2013,44,",,7",21,",,7"
2/16/2013,49,",,7",18,",,7"
2/17/2013,53,",,7",23,",,7"
2/18/2013,34,",,7",5,",,7"
2/19/2013,40,",,7",8,",,7"
2/20/2013,35,",,7",17,",,7"
2/21/2013,38,",,7",0,",,7"
2/22/2013,36,",,7",1,",,7"
2/23/2013,35,",,7",16,",,7"
2/24/2013,35,",,7",11,",,7"
2/25/2013,38,",,7",11,",,7"
2/26/2013,37,",,7",6,",,7"
2/27/2013,39,",,7",8,",,7"
2/28/2013,44,",,7",11,",,7"
3/1/2013,37,",,7",27,",,7"
3/2/2013,51,",,7",24,",,7"
3/3/2013,54,",,7",27,",,7"
3/4/2013,42,",,7",10,",,7"
3/5/2013,42,",,7",11,",,7"
3/6/2013,48,",,7",18,",,7"
3/7/2013,38,",,7",17,",,7"
3/8/2013,44,",,7",10,",,7"
3/9/2013,48,",,7",12,",,7"
3/10/2013,45,",,7",12,",,7"
3/11/2013,49,",,7",16,",,7"
3/12/2013,48,",,7",31,",,7"
3/13/2013,49,",,7",30,",,7"
3/14/2013,58,",,7",25,",,7"
3/15/2013,62,",,7",28,",,7"
3/16/2013,56,",,7",22,",,7"
3/17/2013,51,",,7",25,",,7"
3/18/2013,36,",,7",20,",,7"
3/19/2013,39,",,7",13,",,7"
3/20/2013,48,",,7",14,",,7"
3/21/2013,47,",,7",23,",,7"
3/22/2013,37,",,7",18,",,7"
3/23/2013,33,",,7",4,",,7"
3/24/2013,37,",,7",6,",,7"
3/25/2013,41,",,7",8,",,7"
3/26/2013,48,",,7",14,",,7"
3/27/2013,53,",,7",26,",,7"
3/28/2013,51,",,7",29,",,7"
3/29/2013,58,",,7",32,",,7"
3/30/2013,56,",,7",27,",,7"
3/31/2013,63,",,7",24,",,7"
4/1/2013,69,",,7",25,",,7"
4/2/2013,67,",,7",27,",,7"
4/3/2013,68,",,7",29,",,7"
4/4/2013,65,",,7",32,",,7"
4/5/2013,63,",,7",36,",,7"
4/6/2013,54,",,7",34,",,7"
4/7/2013,47,",,7",35,",,7"
4/8/2013,43,",,7",27,",,7"
4/9/2013,43,",,7",23,",,7"
4/10/2013,52,",,7",27,",,7"
4/11/2013,50,",,7",28,",,7"
4/12/2013,57,",,7",23,",,7"
4/13/2013,59,",,7",28,",,7"
4/14/2013,44,",,7",25,",,7"
4/15/2013,44,",,7",25,",,7"
4/16/2013,37,",,7",14,",,7"
4/17/2013,43,",,7",17,",,7"
4/18/2013,45,",,7",18,",,7"
4/19/2013,50,",,7",23,",,7"
4/20/2013,50,",,7",35,",,7"
4/21/2013,54,",,7",29,",,7"
4/22/2013,54,",,7",29,",,7"
4/23/2013,45,",,7",20,",,7"
4/24/2013,51,",,7",22,",,7"
4/25/2013,61,",,7",26,",,7"
4/26/2013,65,",,7",27,",,7"
4/27/2013,70,",,7",31,",,7"
4/28/2013,71,",,7",41,",,7"
4/29/2013,62,",,7",39,",,7"
4/30/2013,55,",,7",25,",,7"
5/1/2013,44,",,7",24,",,7"
5/2/2013,53,",,7",22,",,7"
5/3/2013,67,",,7",31,",,7"
5/4/2013,65,",,7",37,",,7"
5/5/2013,61,",,7",29,",,7"
5/6/2013,72,",,7",31,",,7"
5/7/2013,75,",,7",33,",,7"
5/8/2013,75,",,7",37,",,7"
5/9/2013,76,",,7",37,",,7"
5/10/2013,78,",,7",36,",,7"
5/11/2013,80,",,7",37,",,7"
5/12/2013,80,",,7",41,",,7"
5/13/2013,85,",,7",40,",,7"
5/14/2013,82,",,7",40,",,7"
5/15/2013,73,",,7",37,",,7"
5/16/2013,72,",,7",41,",,7"
5/17/2013,62,",,7",42,",,7"
5/18/2013,54,",,7",40,",,7"
5/19/2013,62,",,7",32,",,7"
5/20/2013,58,",,7",34,",,7"
5/21/2013,71,",,7",35,",,7"
5/22/2013,71,",,7",37,",,7"
5/23/2013,56,",,7",23,",,7"
5/24/2013,61,",,7",28,",,7"
5/25/2013,55,",,7",37,",,7"
5/26/2013,65,",,7",33,",,7"
5/27/2013,61,",,7",39,",,7"
5/28/2013,60,",,7",42,",,7"
5/29/2013,56,",,7",39,",,7"
5/30/2013,60,",,7",35,",,7"
5/31/2013,58,",,7",32,",,7"
6/1/2013,65,",,7",31,",,7"
6/2/2013,73,",,7",38,",,7"
6/3/2013,65,",,7",37,",,7"
6/4/2013,68,",,7",34,",,7"
6/5/2013,76,",,7",37,",,7"
6/6/2013,81,",,7",43,",,7"
6/7/2013,84,",,7",44,",,7"
6/8/2013,85,",,7",42,",,7"
6/9/2013,85,",,7",43,",,7"
6/10/2013,85,",,7",43,",,7"
6/11/2013,88,",,7",49,",,7"
6/12/2013,81,",,7",41,",,7"
6/13/2013,78,",,7",44,",,7"
6/14/2013,63,",,7",39,",,7"
6/15/2013,67,",,7",30,",,7"
6/16/2013,79,",,7",37,",,7"
6/17/2013,87,",,7",41,",,7"
6/18/2013,87,",,7",42,",,7"
6/19/2013,86,",,7",47,",,7"
6/20/2013,58,",,7",39,",,7"
6/21/2013,59,",,7",30,",,7"
6/22/2013,59,",,7",40,",,7"
6/23/2013,67,",,7",35,",,7"
6/24/2013,73,",,7",48,",,7"
6/25/2013,69,",,7",48,",,7"
6/26/2013,61,",,7",51,",,7"
6/27/2013,66,",,7",45,",,7"
6/28/2013,87,",,7",45,",,7"
6/29/2013,94,",,7",53,",,7"
6/30/2013,96,",,7",55,",,7"
7/1/2013,95,",,7",55,",,7"
7/2/2013,101,",,7",58,",,7"
7/3/2013,100,",,7",58,",,7"
7/4/2013,93,",,7",50,",,7"
7/5/2013,89,",,7",47,",,7"
7/6/2013,85,",,7",42,",,7"
7/7/2013,86,",,7",43,",,7"
7/8/2013,91,",,7",46,",,7"
7/9/2013,86,",,7",43,",,7"
7/10/2013,90,",,7",45,",,7"
7/11/2013,95,",,7",51,",,7"
7/12/2013,81,",,7",44,",,7"
7/13/2013,84,",,7",43,",,7"
7/14/2013,84,",,7",42,",,7"
7/15/2013,89,",,7",44,",,7"
7/16/2013,95,",,7",50,",,7"
7/17/2013,87,",,7",53,",,7"
7/18/2013,92,",,7",46,",,7"
7/19/2013,91,",,7",46,",,7"
7/20/2013,95,",,7",47,",,7"
7/21/2013,94,",,7",44,",,7"
7/22/2013,94,",,7",41,",,7"
7/23/2013,94,",,7",43,",,7"
7/24/2013,95,",,7",52,",,7"
7/25/2013,95,",,7",47,",,7"
7/26/2013,94,",,7",48,",,7"
7/27/2013,94,",,7",53,",,7"
7/28/2013,90,",,7",44,",,7"
7/29/2013,86,",,7",40,",,7"
7/30/2013,85,",,7",50,",,7"
7/31/2013,87,",,7",47,",,7"
8/1/2013,88,",,7",50,",,7"
8/2/2013,73,",,7",40,",,7"
8/3/2013,77,",,7",39,",,7"
8/4/2013,82,",,7",40,",,7"
8/5/2013,87,",,7",43,",,7"
8/6/2013,91,",,7",46,",,7"
8/7/2013,89,",,7",43,",,7"
8/8/2013,92,",,7",46,",,7"
8/9/2013,92,",,7",49,",,7"
8/10/2013,88,",,7",44,",,7"
8/11/2013,91,",,7",49,",,7"
8/12/2013,85,",,7",45,",,7"
8/13/2013,88,",,7",48,",,7"
8/14/2013,88,",,7",43,",,7"
8/15/2013,93,",,7",43,",,7"
8/16/2013,97,",,7",45,",,7"
8/17/2013,94,",,7",44,",,7"
8/18/2013,93,",,7",47,",,7"
8/19/2013,93,",,7",45,",,7"
8/20/2013,94,",,7",45,",,7"
8/21/2013,93,",,7",46,",,7"
8/22/2013,92,",,7",53,",,7"
8/23/2013,88,",,7",51,",,7"
8/24/2013,85,",,7",42,",,7"
8/25/2013,86,",,7",47,",,7"
8/26/2013,88,",,7",44,",,7"
8/27/2013,82,",,7",42,",,7"
8/28/2013,87,",,7",50,",,7"
8/29/2013,82,",,7",48,",,7"
8/30/2013,90,",,7",44,",,7"
8/31/2013,87,",,7",41,",,7"
9/1/2013,90,",,7",43,",,7"
9/2/2013,93,",,7",50,",,7"
9/3/2013,84,",,7",48,",,7"
9/4/2013,68,",,7",45,",,7"
9/5/2013,87,",,7",42,",,7"
9/6/2013,82,",,7",36,",,7"
9/7/2013,79,",,7",37,",,7"
9/8/2013,81,",,7",39,",,7"
9/9/2013,78,",,7",39,",,7"
9/10/2013,77,",,7",38,",,7"
9/11/2013,85,",,7",40,",,7"
9/12/2013,90,",,7",44,",,7"
9/13/2013,82,",,7",48,",,7"
9/14/2013,74,",,7",46,",,7"
9/15/2013,79,",,7",44,",,7"
9/16/2013,82,",,7",49,",,7"
9/17/2013,80,",,7",40,",,7"
9/18/2013,69,",,7",44,",,7"
9/19/2013,55,",,7",30,",,7"
9/20/2013,69,",,7",30,",,7"
9/21/2013,80,",,7",31,",,7"
9/22/2013,71,",,7",41,",,7"
9/23/2013,59,",,7",41,",,7"
9/24/2013,60,",,7",41,",,7"
9/25/2013,47,",,7",37,",,7"
9/26/2013,46,",,7",36,",,7"
9/27/2013,47,",,7",29,",,7"
9/28/2013,52,",,7",30,",,7"
9/29/2013,51,",,7",39,",,7"
9/30/2013,47,",,7",36,",,7"
10/1/2013,56,",,7",30,",,7"
10/2/2013,56,",,7",29,",,7"
10/3/2013,56,",,7",31,",,7"
10/4/2013,44,",,7",26,",,7"
10/5/2013,54,",,7",24,",,7"
10/6/2013,63,",,7",25,",,7"
10/7/2013,74,",,7",27,",,7"
10/8/2013,67,",,7",30,",,7"
10/9/2013,53,",,7",28,",,7"
10/10/2013,59,",,7",27,",,7"
10/11/2013,52,",,7",31,",,7"
10/12/2013,56,",,7",29,",,7"
10/13/2013,50,",,7",29,",,7"
10/14/2013,48,",,7",28,",,7"
10/15/2013,55,",,7",21,",,7"
10/16/2013,58,",,7",22,",,7"
10/17/2013,58,",,7",27,",,7"
10/18/2013,57,",,7",22,",,7"
10/19/2013,62,",,7",23,",,7"
10/20/2013,65,",,7",24,",,7"
10/21/2013,63,",,7",25,",,7"
10/22/2013,64,",,7",26,",,7"
10/23/2013,67,",,7",26,",,7"
10/24/2013,66,",,7",25,",,7"
10/25/2013,67,",,7",25,",,7"
10/26/2013,67,",,7",24,",,7"
10/27/2013,65,",,7",24,",,7"
10/28/2013,63,",,7",25,",,7"
10/29/2013,45,",,7",22,",,7"
10/30/2013,55,",,7",24,",,7"
10/31/2013,45,",,7",26,",,7"
11/1/2013,40,",,7",28,",,7"
11/2/2013,54,",,7",26,",,7"
11/3/2013,51,",,7",27,",,7"
11/4/2013,37,",,7",25,",,7"
11/5/2013,38,",,7",12,",,7"
11/6/2013,30,",,7",16,",,7"
11/7/2013,42,",,7",28,",,7"
11/8/2013,46,",,7",30,",,7"
11/9/2013,41,",,7",27,",,7"
11/10/2013,51,",,7",29,",,7"
11/11/2013,59,",,7",26,",,7"
11/12/2013,56,",,7",26,",,7"
11/13/2013,56,",,7",31,",,7"
11/14/2013,55,",,7",24,",,7"
11/15/2013,45,",,7",22,",,7"
11/16/2013,44,",,7",24,",,7"
11/17/2013,37,",,7",26,",,7"
11/18/2013,38,",,7",20,",,7"
11/19/2013,48,",,7",24,",,7"
11/20/2013,42,",,7",32,",,7"
11/21/2013,39,",,7",14,",,7"
11/22/2013,33,",,7",7,",,7"
11/23/2013,34,",,7",8,",,7"
11/24/2013,37,",,7",10,",,7"
11/25/2013,40,",,7",13,",,7"
11/26/2013,46,",,7",16,",,7"
11/27/2013,47,",,7",19,",,7"
11/28/2013,46,",,7",19,",,7"
11/29/2013,41,",,7",17,",,7"
11/30/2013,46,",,7",17,",,7"
12/1/2013,38,",,7",32,",,7"
12/2/2013,40,",,7",34,",,7"
12/3/2013,39,",,7",16,",,7"
12/4/2013,28,",,7",1,",,7"
12/5/2013,17,",,7",-1,",,7"
12/6/2013,16,",,7",-2,",,7"
12/7/2013,16,",,7",0,",,7"
12/8/2013,19,",,7",-2,",,7"
12/9/2013,12,",,7",-6,",,7"
12/10/2013,20,",,7",2,",,7"
12/11/2013,26,",,7",2,",,7"
12/12/2013,31,",,7",4,",,7"
12/13/2013,40,",,7",9,",,7"
12/14/2013,33,",,7",22,",,7"
12/15/2013,41,",,7",20,",,7"
12/16/2013,39,",,7",14,",,7"
12/17/2013,43,",,7",13,",,7"
12/18/2013,48,",,7",15,",,7"
12/19/2013,39,",,7",23,",,7"
12/20/2013,34,",,7",4,",,7"
12/21/2013,24,",,7",11,",,7"
12/22/2013,29,",,7",17,",,7"
12/23/2013,34,",,7",26,",,7"
12/24/2013,37,",,7",16,",,7"
12/25/2013,36,",,7",1,",,7"
12/26/2013,32,",,7",3,",,7"
12/27/2013,38,",,7",11,",,7"
12/28/2013,38,",,7",12,",,7"
12/29/2013,41,",,7",3,",,7"
12/30/2013,29,",,7",6,",,7"
12/31/2013,38,",,7",23,",,7"
1/1/2014,34,",,7",14,",,7"
1/2/2014,34,",,7",13,",,7"
1/3/2014,42,",,7",13,",,7"
1/4/2014,40,",,7",9,",,7"
1/5/2014,29,",,7",-1,",,7"
1/6/2014,31,",,7",0,",,7"
1/7/2014,33,",,7",6,",,7"
1/8/2014,40,",,7",22,",,7"
1/9/2014,37,",,7",28,",,7"
1/10/2014,36,",,7",25,",,7"
1/11/2014,39,",,7",27,",,7"
1/12/2014,39,",,7",27,",,7"
1/13/2014,34,",,7",25,",,7"
1/14/2014,42,",,7",18,",,7"
1/15/2014,42,",,7",11,",,7"
1/16/2014,40,",,7",9,",,7"
1/17/2014,40,",,7",9,",,7"
1/18/2014,42,",,7",10,",,7"
1/19/2014,41,",,7",9,",,7"
1/20/2014,46,",,7",13,",,7"
1/21/2014,44,",,7",11,",,7"
1/22/2014,44,",,7",12,",,7"
